19/08/2022 17:29;5.1682
19/08/2022 17:31;5.1686
19/08/2022 17:32;5.17
19/08/2022 21:01;5.168
19/08/2022 18:06;5.168
19/08/2022 21:10;5.168
19/08/2022 21:11;5.168
19/08/2022 21:11;5.168
19/08/2022 21:11;5.168
19/08/2022 21:12;5.168
19/08/2022 21:12;5.168
19/08/2022 21:12;5.168
19/08/2022 21:17;5.168
19/08/2022 21:18;5.168
19/08/2022 18:18;5.168
23/08/2022 22:45;5.1037
23/08/2022 22:48;5.1037
23/08/2022 22:53;5.1037
23/08/2022 22:58;5.1037
23/08/2022 23:03;5.1037
23/08/2022 23:08;5.1037
23/08/2022 23:13;5.1037
23/08/2022 23:18;5.1037
23/08/2022 23:23;5.1037
23/08/2022 23:28;5.1037
23/08/2022 23:33;5.1037
23/08/2022 23:38;5.1037
23/08/2022 23:43;5.1037
23/08/2022 23:48;5.1037
23/08/2022 23:53;5.1037
23/08/2022 23:58;5.1037
